"","Spp_ID","Binomial","No.Records","No.Localities","Body_mass.g.n","Body_mass.g.mean","Body_mass.g.sd","Body_mass.g.median","Body_mass.g.min","Body_mass.g.max","Body_mass.g.se","Body_length.mm.n","Body_length.mm.mean","Body_length.mm.sd","Body_length.mm.median","Body_length.mm.min","Body_length.mm.max","Body_length.mm.se","Wing_length.mm.n","Wing_length.mm.mean","Wing_length.mm.sd","Wing_length.mm.median","Wing_length.mm.min","Wing_length.mm.max","Wing_length.mm.se","Tail_length.mm.n","Tail_length.mm.mean","Tail_length.mm.sd","Tail_length.mm.median","Tail_length.mm.min","Tail_length.mm.max","Tail_length.mm.se","Tarsus_length.mm.n","Tarsus_length.mm.mean","Tarsus_length.mm.sd","Tarsus_length.mm.median","Tarsus_length.mm.min","Tarsus_length.mm.max","Tarsus_length.mm.se","Bill_length.mm.n","Bill_length.mm.mean","Bill_length.mm.sd","Bill_length.mm.median","Bill_length.mm.min","Bill_length.mm.max","Bill_length.mm.se","Bill_depth.mm.n","Bill_depth.mm.mean","Bill_depth.mm.sd","Bill_depth.mm.median","Bill_depth.mm.min","Bill_depth.mm.max","Bill_depth.mm.se","Bill_width.mm.n","Bill_width.mm.mean","Bill_width.mm.sd","Bill_width.mm.median","Bill_width.mm.min","Bill_width.mm.max","Bill_width.mm.se"
"519",519,"Phyllomyias burmeisteri",5,5,5,13.86,4.25,11,10.5,19,1.9,3,126,3.61,125,123,130,2.08,0,NA,NA,NA,Inf,-Inf,NA,1,53,NA,53,53,53,NA,0,NA,NA,NA,Inf,-Inf,NA,1,9.5,NA,9.5,9.5,9.5,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"520",520,"Phylloscartes eximius",5,4,5,7.1,0.55,7,6.5,8,0.24,5,108.8,9.5,107,100,125,4.25,2,55.5,4.95,55.5,52,59,3.5,2,51.5,0.71,51.5,51,52,0.5,2,14.35,0.21,14.35,14.2,14.5,0.15,0,NA,NA,NA,Inf,-Inf,NA,2,2.95,0.07,2.95,2.9,3,0.05,2,7.95,1.48,7.95,6.9,9,1.05
"521",521,"Phylloscartes oustaleti",5,3,5,10.4,0.74,10.5,9.5,11.5,0.33,3,121.67,3.51,122,118,125,2.03,0,NA,NA,NA,Inf,-Inf,NA,4,52.5,1.91,52,51,55,0.96,0,NA,NA,NA,Inf,-Inf,NA,4,11.81,4.73,9.53,9.3,18.9,2.36,3,3.5,0.17,3.4,3.4,3.7,0.1,3,5.15,0.43,4.9,4.9,5.65,0.25
"522",522,"Piculus chrysochloros",5,5,5,55.5,3.35,56,50,59,1.5,5,216.6,7.4,220,204,222,3.31,1,125.5,NA,125.5,125.5,125.5,NA,1,75.5,NA,75.5,75.5,75.5,NA,1,17.2,NA,17.2,17.2,17.2,NA,1,28,NA,28,28,28,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"523",523,"Pseudoseisura cristata",5,4,5,53.6,8.02,52,45,65,3.59,5,235.8,19.33,229,215,265,8.65,4,105.95,7.92,107,95.8,114,3.96,4,100.5,6.19,102,92,106,3.1,4,29.25,1.37,29.1,28,30.8,0.68,4,22.12,1.13,22.1,21.1,23.2,0.56,3,7.91,0.62,7.9,7.3,8.53,0.36,3,9.89,0.88,10.4,8.87,10.4,0.51
"524",524,"Ramphastos vitellinus",5,4,5,309.4,32.7,290,285,360,14.62,5,450.2,42.53,465,379,491,19.02,0,NA,NA,NA,Inf,-Inf,NA,5,140.9,24.61,138,111,170,11,0,NA,NA,NA,Inf,-Inf,NA,5,109.41,8.5,111.64,95.61,117.8,3.8,4,39.25,1.47,39.3,37.5,40.88,0.73,4,30.22,2.68,29.39,28.01,34.1,1.34
"525",525,"Streptoprocne zonaris",5,3,2,113,9.9,113,106,120,7,2,210.5,16.26,210.5,199,222,11.5,3,213.5,5.63,210.5,210,220,3.25,3,72.33,5.51,75,66,76,3.18,3,26.53,0.69,26.31,25.97,27.3,0.4,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,3,8.41,1.31,8.2,7.22,9.81,0.76
"526",526,"Amadonastur lacernulatus",4,4,3,449.67,139.03,515,290,544,80.27,4,382,20.31,385,355,403,10.16,1,301,NA,301,301,301,NA,2,163.5,3.54,163.5,161,166,2.5,1,98.2,NA,98.2,98.2,98.2,NA,2,31.8,0.99,31.8,31.1,32.5,0.7,3,18.57,2.63,17.1,17,21.6,1.52,3,17.43,4.09,15.7,14.5,22.1,2.36
"527",527,"Amblyramphus holosericeus",4,1,4,81.47,19.34,86.5,53.9,99,9.67,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,4,114.88,9.89,115.5,103.5,125,4.94,4,31.75,1.55,31.25,30.5,34,0.78,4,29.89,1.6,30.45,27.55,31.1,0.8,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"528",528,"Anumbius annumbi",4,4,4,39.12,2.66,39.25,36,42,1.33,1,175,NA,175,175,175,NA,2,84,0,84,84,84,0,3,79.67,2.31,81,77,81,1.33,3,26.53,1.8,25.7,25.3,28.6,1.04,2,18.35,0.07,18.35,18.3,18.4,0.05,1,5.3,NA,5.3,5.3,5.3,NA,1,4.8,NA,4.8,4.8,4.8,NA
"529",529,"Botaurus pinnatus",4,3,4,939,66.38,949,858,1000,33.19,4,640.5,59.9,635,582,710,29.95,4,307.5,7.59,309,297,315,3.8,3,121.33,12.9,125,107,132,7.45,3,103.67,8.5,104,95,112,4.91,0,NA,NA,NA,Inf,-Inf,NA,4,24,2.38,23.55,22,26.9,1.19,4,24.6,4.81,23.7,20,31,2.41
"530",530,"Callonetta leucophrys",4,1,4,350,0,350,350,350,0,4,79.67,2.71,79.35,77,83,1.36,4,170.75,9.22,170.5,160,182,4.61,4,61.25,2.5,60,60,65,1.25,4,30.35,1.25,30.2,29,32,0.62,4,37.25,1.71,37.5,35,39,0.85,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"531",531,"Cranioleuca pyrrhophia",4,2,2,15.5,2.12,15.5,14,17,1.5,0,NA,NA,NA,Inf,-Inf,NA,4,60.75,2.63,61.5,57,63,1.31,4,66.25,5.56,68.5,58,70,2.78,4,21.15,1.35,21.5,19.3,22.3,0.68,4,12.95,1.03,13.05,11.6,14.1,0.51,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"532",532,"Crotophaga major",4,3,4,132,46.96,147,64,170,23.48,3,385,110.04,445,258,452,63.53,0,NA,NA,NA,Inf,-Inf,NA,2,247,28.28,247,227,267,20,0,NA,NA,NA,Inf,-Inf,NA,2,46.9,1.41,46.9,45.9,47.9,1,2,21.8,2.26,21.8,20.2,23.4,1.6,2,15.8,0.71,15.8,15.3,16.3,0.5
"533",533,"Cypseloides senex",4,2,4,73.62,6.37,72.75,67,82,3.18,4,187.75,9.14,185,180,201,4.57,1,186,NA,186,186,186,NA,1,66,NA,66,66,66,NA,1,21.9,NA,21.9,21.9,21.9,NA,0,NA,NA,NA,Inf,-Inf,NA,1,12.1,NA,12.1,12.1,12.1,NA,1,20,NA,20,20,20,NA
"534",534,"Glaucidium mooreorum",4,2,3,54,5.2,51,51,60,3,2,154,4.24,154,151,157,3,2,87,0,87,87,87,0,4,50.06,1,49.91,49.21,51.2,0.5,0,NA,NA,NA,Inf,-Inf,NA,2,10.75,0.68,10.75,10.27,11.23,0.48,2,9.25,0.13,9.25,9.16,9.35,0.09,2,11.96,0.69,11.96,11.48,12.45,0.48
"535",535,"Hydropsalis maculicaudus",4,2,1,38,NA,38,38,38,NA,1,195,NA,195,195,195,NA,0,NA,NA,NA,Inf,-Inf,NA,3,109.33,7.51,105,105,118,4.33,3,13.79,0.63,14.07,13.07,14.24,0.36,3,8.41,0.78,8.27,7.7,9.25,0.45,3,3.94,0.89,4.14,2.96,4.71,0.52,3,5.54,0.31,5.65,5.19,5.79,0.18
"536",536,"Hylopezus nattereri",4,3,4,27.65,1.48,27.5,26,29.6,0.74,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,3,63.83,23.24,77,37,77.5,13.42,1,37.83,NA,37.83,37.83,37.83,NA,1,13.9,NA,13.9,13.9,13.9,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"537",537,"Leptodon cayanensis",4,4,2,435,148.49,435,330,540,105,4,505.25,43.02,504,455,558,21.51,2,323.5,33.23,323.5,300,347,23.5,2,230,35.36,230,205,255,25,2,42.85,0.92,42.85,42.2,43.5,0.65,1,35,NA,35,35,35,NA,1,18.74,NA,18.74,18.74,18.74,NA,1,24.7,NA,24.7,24.7,24.7,NA
"538",538,"Megaceryle torquata",4,4,4,341.75,47.95,325,305,412,23.97,3,404.33,67.87,420,330,463,39.18,3,206.67,18.56,205,189,226,10.71,3,131.67,10.69,126,125,144,6.17,3,20.1,3.15,20,17,23.3,1.82,0,NA,NA,NA,Inf,-Inf,NA,3,22.53,5.33,21.2,18,28.4,3.08,3,27.5,0.78,27.9,26.6,28,0.45
"539",539,"Mustelirallus albicollis",4,1,0,NA,NA,NA,Inf,-Inf,NA,4,190.5,9,191,179,201,4.5,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,4,20.2,1.7,20.51,18.01,21.77,0.85,4,8.83,0.39,8.82,8.37,9.31,0.2,4,10.04,0.66,10.16,9.16,10.67,0.33
"540",540,"Myiarchus sp.",4,3,4,28.05,1.97,28.21,25.5,30.3,0.99,0,NA,NA,NA,Inf,-Inf,NA,4,86.34,2.97,85.83,83.5,90.2,1.49,4,68.44,31.41,83.3,21.35,85.8,15.71,4,23.48,0.84,23.45,22.5,24.5,0.42,4,18.62,2.95,19.64,14.4,20.8,1.47,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"541",541,"Myiothlypis leucophrys",4,3,4,17.5,3.32,17,14,22,1.66,4,145.5,19.16,146.5,122,167,9.58,2,65,1.41,65,64,66,1,2,68.5,0.71,68.5,68,69,0.5,2,20.75,2.47,20.75,19,22.5,1.75,0,NA,NA,NA,Inf,-Inf,NA,2,3.95,0.07,3.95,3.9,4,0.05,2,7.4,0.28,7.4,7.2,7.6,0.2
"542",542,"Nothura maculosa",4,4,4,244.75,29.41,239.5,220,280,14.7,3,268.67,10.02,265,261,280,5.78,2,126.5,9.19,126.5,120,133,6.5,2,52,4.24,52,49,55,3,2,40.5,2.12,40.5,39,42,1.5,0,NA,NA,NA,Inf,-Inf,NA,2,9.35,3.75,9.35,6.7,12,2.65,2,10.2,8.63,10.2,4.1,16.3,6.1
"543",543,"Nyctibius aethereus",4,4,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,4,307.5,13.67,306.5,292,325,6.84,4,17.29,1.43,16.88,16.12,19.29,0.71,4,16.3,0.82,16.23,15.43,17.33,0.41,4,7.13,0.84,7.26,6.01,8.01,0.42,4,19.81,0.31,19.79,19.47,20.22,0.15
"544",544,"Nyctibius grandis",4,4,1,610,NA,610,610,610,NA,1,520,NA,520,520,520,NA,0,NA,NA,NA,Inf,-Inf,NA,3,277,12.77,280,263,288,7.37,3,21.17,0.29,21.22,20.86,21.44,0.17,3,24.24,1.11,24.14,23.18,25.39,0.64,3,9.42,1.88,9.31,7.59,11.35,1.09,3,27.85,1.88,27.43,26.22,29.91,1.09
"545",545,"Paroaria dominicana",4,2,4,33.62,1.8,33.25,32,36,0.9,4,192,6.78,191.5,185,200,3.39,2,90.15,4.74,90.15,86.8,93.5,3.35,2,78.25,3.89,78.25,75.5,81,2.75,2,22.25,0.35,22.25,22,22.5,0.25,2,17.95,0.35,17.95,17.7,18.2,0.25,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"546",546,"Patagioenas cayennensis",4,4,4,252,36.91,261,204,282,18.46,3,312.67,57.24,339,247,352,33.05,1,182,NA,182,182,182,NA,2,104,18.38,104,91,117,13,1,25,NA,25,25,25,NA,2,17.5,0.71,17.5,17,18,0.5,1,3.6,NA,3.6,3.6,3.6,NA,1,7.8,NA,7.8,7.8,7.8,NA
"547",547,"Penelope superciliaris",4,4,4,741,221.04,750,514,950,110.52,3,578,189.39,646,364,724,109.34,0,NA,NA,NA,Inf,-Inf,NA,1,297,NA,297,297,297,NA,0,NA,NA,NA,Inf,-Inf,NA,1,30,NA,30,30,30,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"548",548,"Poecilotriccus latirostris",4,1,4,7.25,0.96,7.5,6,8,0.48,4,104,2.83,103,102,108,1.41,0,NA,NA,NA,Inf,-Inf,NA,4,36,2,37,33,37,1,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,4,2.93,0.2,2.89,2.75,3.18,0.1,4,4.49,0.14,4.53,4.29,4.6,0.07
"549",549,"Porphyrospiza caerulescens",4,3,4,14.62,0.43,14.75,14,15,0.22,3,134.33,4.04,135,130,138,2.33,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"550",550,"Pseudoleistes guirahuro",4,3,1,76,NA,76,76,76,NA,1,236,NA,236,236,236,NA,1,121,NA,121,121,121,NA,1,99,NA,99,99,99,NA,1,31.8,NA,31.8,31.8,31.8,NA,1,30.2,NA,30.2,30.2,30.2,NA,0,NA,NA,NA,Inf,-Inf,NA,3,12.55,0.29,12.51,12.29,12.86,0.17
"551",551,"Pteroglossus castanotis",4,2,4,244.5,29.56,237.5,219,284,14.78,4,432.5,38.62,440,380,470,19.31,0,NA,NA,NA,Inf,-Inf,NA,4,148.25,13.23,148,136,161,6.61,0,NA,NA,NA,Inf,-Inf,NA,4,97.22,6.87,96.2,90.6,105.9,3.44,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"552",552,"Pteroglossus inscriptus",4,2,0,NA,NA,NA,Inf,-Inf,NA,4,353,18.07,361,326,364,9.04,0,NA,NA,NA,Inf,-Inf,NA,4,135.5,7.73,135.12,126.44,145.33,3.87,0,NA,NA,NA,Inf,-Inf,NA,4,82.33,2.71,83.38,78.32,84.23,1.35,4,26.84,0.79,27.05,25.74,27.51,0.39,4,25.61,0.3,25.55,25.33,26.01,0.15
"553",553,"Pyroderus scutatus",4,4,2,303,24.04,303,286,320,17,4,438.75,29.14,426.5,420,482,14.57,2,270,18.38,270,257,283,13,4,171.75,8.06,170.5,165,181,4.03,3,46.63,3.92,46.1,43,50.78,2.26,3,38.74,4.38,37,35.5,43.72,2.53,3,14.46,1.13,14.78,13.2,15.4,0.65,3,24.07,7.95,25,15.7,31.51,4.59
"554",554,"Strix hylophila",4,4,4,326.75,27,331,290,355,13.5,3,320.33,10.07,319,311,331,5.81,3,243,10,243,233,253,5.77,4,174.5,46.49,154,146,244,23.24,4,54.21,7.24,55.52,45.6,60.2,3.62,0,NA,NA,NA,Inf,-Inf,NA,3,21.69,5.74,23,15.4,26.66,3.32,3,19.68,6.92,20,12.6,26.43,4
"555",555,"Tachuris rubrigastra",4,1,3,6.57,1.37,7.2,5,7.5,0.79,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,4,50.25,2.4,50.75,47,52.5,1.2,4,19.45,0.65,19.3,18.9,20.3,0.32,4,12.81,1.01,12.82,11.6,14,0.5,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"556",556,"Xolmis irupero",4,4,4,30.25,6.95,28.5,24,40,3.47,2,175,2.83,175,173,177,2,2,107.5,0.71,107.5,107,108,0.5,2,78,2.83,78,76,80,2,2,25,0,25,25,25,0,2,13.5,0.71,13.5,13,14,0.5,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"557",557,"Xolmis velatus",4,4,4,42.62,0.75,42.5,42,43.5,0.38,4,210,3.74,210.5,205,214,1.87,1,115.3,NA,115.3,115.3,115.3,NA,1,81,NA,81,81,81,NA,1,26.3,NA,26.3,26.3,26.3,NA,1,25,NA,25,25,25,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"558",558,"Bubo virginianus",3,3,3,1066.67,28.87,1050,1050,1100,16.67,3,488,71.25,460,435,569,41.14,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"559",559,"Buteo brachyurus",3,3,2,434.5,113.84,434.5,354,515,80.5,3,395,32.79,390,365,430,18.93,2,295,21.21,295,280,310,15,2,148.5,2.12,148.5,147,150,1.5,2,68.72,4.84,68.72,65.3,72.15,3.43,1,31.74,NA,31.74,31.74,31.74,NA,2,17.04,0.76,17.04,16.5,17.58,0.54,2,15.47,1.09,15.47,14.7,16.24,0.77
"560",560,"Carpornis melanocephala",3,3,3,65.67,7.77,68,57,72,4.48,2,220,21.21,220,205,235,15,2,100.15,11.53,100.15,92,108.3,8.15,3,97.05,21.22,89.55,80.6,121,12.25,2,21.6,0.57,21.6,21.2,22,0.4,3,18.08,0.72,18,17.4,18.84,0.42,2,8.05,2.19,8.05,6.5,9.6,1.55,2,15.82,1.18,15.82,14.99,16.66,0.84
"561",561,"Catharus fuscescens",3,3,2,32.5,2.12,32.5,31,34,1.5,2,170,14.14,170,160,180,10,0,NA,NA,NA,Inf,-Inf,NA,1,72,NA,72,72,72,NA,0,NA,NA,NA,Inf,-Inf,NA,1,14.3,NA,14.3,14.3,14.3,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"562",562,"Coccyzus euleri",3,3,2,49.88,6.19,49.88,45.5,54.25,4.38,2,277.5,16.26,277.5,266,289,11.5,0,NA,NA,NA,Inf,-Inf,NA,1,133,NA,133,133,133,NA,0,NA,NA,NA,Inf,-Inf,NA,1,25.76,NA,25.76,25.76,25.76,NA,1,7.88,NA,7.88,7.88,7.88,NA,1,13.64,NA,13.64,13.64,13.64,NA
"563",563,"Coragyps atratus",3,3,2,2128,31.11,2128,2106,2150,22,2,645,7.07,645,640,650,5,2,411.5,2.12,411.5,410,413,1.5,2,198,25.46,198,180,216,18,2,99.8,1.7,99.8,98.6,101,1.2,0,NA,NA,NA,Inf,-Inf,NA,2,24.95,8.56,24.95,18.9,31,6.05,2,22.45,0.78,22.45,21.9,23,0.55
"564",564,"Cypseloides fumigatus",3,3,3,43.67,3.79,42,41,48,2.19,3,145.67,9.24,151,135,151,5.33,1,152,NA,152,152,152,NA,1,58,NA,58,58,58,NA,1,15.5,NA,15.5,15.5,15.5,NA,0,NA,NA,NA,Inf,-Inf,NA,1,2.3,NA,2.3,2.3,2.3,NA,1,16,NA,16,16,16,NA
"565",565,"Donacobius atricapilla",3,3,2,31.5,2.12,31.5,30,33,1.5,2,205.5,13.44,205.5,196,215,9.5,2,80.65,11.24,80.65,72.7,88.6,7.95,3,97.62,6.74,97.4,91,104.47,3.89,2,30.1,0.28,30.1,29.9,30.3,0.2,3,24.99,1.76,25.9,22.96,26.1,1.01,1,5.87,NA,5.87,5.87,5.87,NA,1,9.92,NA,9.92,9.92,9.92,NA
"566",566,"Dryocopus lineatus",3,3,3,186.67,10.6,185,177,198,6.12,3,346.33,7.77,344,340,355,4.48,2,182,7.07,182,177,187,5,2,122.5,4.95,122.5,119,126,3.5,2,30.75,10.25,30.75,23.5,38,7.25,1,43,NA,43,43,43,NA,1,15,NA,15,15,15,NA,1,16,NA,16,16,16,NA
"567",567,"Dysithamnus plumbeus",3,2,3,22.33,0.58,22,22,23,0.33,3,134.33,6.66,131,130,142,3.84,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"568",568,"Elaenia albiceps",3,3,3,17.67,2.89,16,16,21,1.67,2,151.5,0.71,151.5,151,152,0.5,1,73.1,NA,73.1,73.1,73.1,NA,2,62.35,0.78,62.35,61.8,62.9,0.55,2,18.45,1.34,18.45,17.5,19.4,0.95,3,10.9,1.57,10.2,9.8,12.7,0.91,1,4,NA,4,4,4,NA,1,9.4,NA,9.4,9.4,9.4,NA
"569",569,"Geotrygon violacea",3,3,2,99,5.66,99,95,103,4,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,2,96.5,10.61,96.5,89,104,7.5,0,NA,NA,NA,Inf,-Inf,NA,2,15.75,1.34,15.75,14.8,16.7,0.95,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"570",570,"Gubernetes yetapa",3,3,2,59.5,2.12,59.5,58,61,1.5,3,395.67,46,395,350,442,26.56,1,119.5,NA,119.5,119.5,119.5,NA,1,235,NA,235,235,235,NA,1,26.5,NA,26.5,26.5,26.5,NA,1,26.8,NA,26.8,26.8,26.8,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"571",571,"Ictinia plumbea",3,3,2,256.5,6.36,256.5,252,261,4.5,1,360,NA,360,360,360,NA,1,285,NA,285,285,285,NA,1,164,NA,164,164,164,NA,1,67,NA,67,67,67,NA,0,NA,NA,NA,Inf,-Inf,NA,1,12,NA,12,12,12,NA,1,22,NA,22,22,22,NA
"572",572,"Laterallus viridis",3,3,3,63.83,13.16,61.5,52,78,7.6,2,164,22.63,164,148,180,16,0,NA,NA,NA,Inf,-Inf,NA,2,61,43.84,61,30,92,31,1,37.6,NA,37.6,37.6,37.6,NA,3,17.69,1.32,18.3,16.17,18.6,0.76,2,8.34,1.79,8.34,7.08,9.61,1.26,2,8.74,0.3,8.74,8.53,8.95,0.21
"573",573,"Lophornis chalybeus",3,2,3,3,0,3,3,3,0,3,85.67,3.79,84,83,90,2.19,1,43,NA,43,43,43,NA,3,25.63,2.92,24,23.9,29,1.68,0,NA,NA,NA,Inf,-Inf,NA,2,13.15,1.06,13.15,12.4,13.9,0.75,1,1.4,NA,1.4,1.4,1.4,NA,1,3,NA,3,3,3,NA
"574",574,"Megascops sanctaecatarinae",3,2,3,135.67,22.5,128,118,161,12.99,2,258,8.49,258,252,264,6,0,NA,NA,NA,Inf,-Inf,NA,3,135.33,46.61,112,105,189,26.91,1,46.5,NA,46.5,46.5,46.5,NA,3,17.83,5.28,15.3,14.3,23.9,3.05,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"575",575,"Megaxenops parnaguae",3,3,3,24.87,1.07,24.3,24.2,26.1,0.62,3,172,6.24,170,167,179,3.61,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"576",576,"Milvago chimango",3,2,3,256.67,38.44,250,222,298,22.19,3,374.33,25.03,373,350,400,14.45,3,231.67,105.4,290,110,295,60.85,3,174.33,8.62,176,165,182,4.98,3,59.83,6.6,58.5,54,67,3.81,0,NA,NA,NA,Inf,-Inf,NA,3,17.6,1.44,18,16,18.8,0.83,3,19.1,2.35,18,17.5,21.8,1.36
"577",577,"Monasa nigrifrons",3,2,3,75,10.15,77,64,84,5.86,1,282,NA,282,282,282,NA,0,NA,NA,NA,Inf,-Inf,NA,2,130,0,130,130,130,0,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,2,12.72,0.25,12.72,12.54,12.9,0.18,2,9.91,0.21,9.91,9.77,10.06,0.15
"578",578,"Neocrex erythrops",3,3,2,49,2.83,49,47,51,2,3,156,8,156,148,164,4.62,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,2,15.95,0.88,15.95,15.33,16.58,0.62,2,6.99,0.06,6.99,6.94,7.03,0.04,2,7.68,0.48,7.68,7.34,8.02,0.34
"579",579,"Pachyramphus castaneus",3,2,3,24.17,9.41,19.5,18,35,5.43,1,194,NA,194,194,194,NA,1,91,NA,91,91,91,NA,1,86,NA,86,86,86,NA,1,22,NA,22,22,22,NA,0,NA,NA,NA,Inf,-Inf,NA,1,6.1,NA,6.1,6.1,6.1,NA,1,8.3,NA,8.3,8.3,8.3,NA
"580",580,"Pachyramphus marginatus",3,3,3,17.42,2.1,18.5,15,18.75,1.21,1,131,NA,131,131,131,NA,3,54.33,15.14,61,37,65,8.74,3,51.67,0.58,52,51,52,0.33,1,15.3,NA,15.3,15.3,15.3,NA,3,12.93,1.68,13.8,11,14,0.97,1,5.55,NA,5.55,5.55,5.55,NA,1,9.53,NA,9.53,9.53,9.53,NA
"581",581,"Phyllomyias griseocapilla",3,2,1,10.8,NA,10.8,10.8,10.8,NA,1,115,NA,115,115,115,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,1,15,NA,15,15,15,NA,1,6,NA,6,6,6,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"582",582,"Piculus flavigula",3,2,3,55.5,1.8,55,54,57.5,1.04,2,195,7.07,195,190,200,5,1,109.6,NA,109.6,109.6,109.6,NA,3,57.13,7.58,61,48.4,62,4.38,1,19,NA,19,19,19,NA,3,22.2,1.42,22.7,20.6,23.3,0.82,2,7.05,0.21,7.05,6.9,7.2,0.15,2,8.75,0.49,8.75,8.4,9.1,0.35
"583",583,"Plegadis chihi",3,2,3,470,60.7,438,432,540,35.04,3,518.67,34.93,525,481,550,20.17,3,259.33,5.13,258,255,265,2.96,3,120.67,10.07,122,110,130,5.81,3,79.33,20.5,68,67,103,11.84,0,NA,NA,NA,Inf,-Inf,NA,3,16.33,1.15,17,15,17,0.67,3,14.83,0.76,15,14,15.5,0.44
"584",584,"Psilorhamphus guttatus",3,3,3,10.83,0.76,11,10,11.5,0.44,2,144,4.24,144,141,147,3,1,51,NA,51,51,51,NA,2,67.25,17.32,67.25,55,79.5,12.25,1,23.2,NA,23.2,23.2,23.2,NA,1,14.3,NA,14.3,14.3,14.3,NA,1,4.2,NA,4.2,4.2,4.2,NA,1,7.2,NA,7.2,7.2,7.2,NA
"585",585,"Ramphastos toco",3,3,2,650,84.85,650,590,710,60,3,600,20,600,580,620,11.55,3,254,12.77,257,240,265,7.37,3,156.47,5.94,155,151.4,163,3.43,3,54.75,5.11,52,51.6,60.65,2.95,3,197.33,7.51,197,190,205,4.33,1,58.69,NA,58.69,58.69,58.69,NA,1,39.98,NA,39.98,39.98,39.98,NA
"586",586,"Rhynchotus rufescens",3,3,2,735,21.21,735,720,750,15,3,373,42.51,374,330,415,24.54,1,200,NA,200,200,200,NA,0,NA,NA,NA,Inf,-Inf,NA,1,70,NA,70,70,70,NA,1,47.76,NA,47.76,47.76,47.76,NA,2,11.34,0.93,11.34,10.69,12,0.66,2,14.93,4.14,14.93,12,17.86,2.93
